"","Species","Genus","Subspecies","ValidBinomial","Year"
"199470","subsolanus","Plebejus","iburiensis","Plebejus subsolanus",1882
"199471","subsolanus","Plebejus","kenteana","Plebejus subsolanus",1892
"199472","subsolanus","Plebejus","khramovi","Plebejus subsolanus",2003
"199473","subsolanus","Plebejus","qilianshanus","Plebejus subsolanus",1983
"199474","subsolanus","Plebejus","sifanica","Plebejus subsolanus",1891
"199475","subsolanus","Plebejus","tancrei","Plebejus subsolanus",1888
"199476","subsolanus","Plebejus","ternejana","Plebejus subsolanus",1970
"199477","subsolanus","Plebejus","verchojanicus","Plebejus subsolanus",1970
"199478","subsolanus","Plebejus","yagina","Plebejus subsolanus",1922
"199479","subsolanus","Plebejus","yarigadakeana","Plebejus subsolanus",1929
"199485","tillo","Plebejus",NA,"Plebejus tillo",2001
"199494","uiguricus","Plebejus",NA,"Plebejus uiguricus",2000
"199503","villai","Plebejus",NA,"Plebejus villai",2003
"199508","zhdankoi","Plebejus",NA,"Plebejus zhdankoi",2002
"199553","emigdionis","Plebulina",NA,"Plebulina emigdionis",1905
"199639","amygdalis","Ploetzia",NA,"Ploetzia amygdalis",1877
"199643","plumbago","Plumbago",NA,"Plumbago plumbago",1884
"199646","pulverea","Plumbago",NA,"Plumbago pulverea",1878
"199651","serapion","Plumbago",NA,"Plumbago serapion",1884
"199654","aaroni","Poanes",NA,"Poanes aaroni",1890
"199657","aaroni","Poanes","bordeloni","Poanes aaroni",2000
"199658","aaroni","Poanes","howardi","Poanes aaroni",1896
"199659","aaroni","Poanes","minimus","Poanes aaroni",1999
"199661","azin","Poanes",NA,"Poanes azin",1900
"199669","hobomok","Poanes",NA,"Poanes hobomok",1862
"199675","hobomok","Poanes","monofacies","Poanes hobomok",2002
"199676","hobomok","Poanes","wetona","Poanes hobomok",1981
"199678","inimica","Poanes",NA,"Poanes inimica",1872
"199681","macneilli","Poanes",NA,"Poanes macneilli",1992
"199683","massasoit","Poanes",NA,"Poanes massasoit",1863
"199684","massasoit","Poanes","chermocki","Poanes massasoit",1976
"199685","melane","Poanes",NA,"Poanes melane",1869
"199691","melane","Poanes","poa","Poanes melane",1955
"199692","melane","Poanes","vitellina","Poanes melane",1869
"199695","monticola","Poanes",NA,"Poanes monticola",1900
"199697","niveolimbus","Poanes",NA,"Poanes niveolimbus",1889
"199702","taxiles","Poanes",NA,"Poanes taxiles",1881
"199707","ulphila","Poanes",NA,"Poanes ulphila",1883
"199709","viator","Poanes",NA,"Poanes viator",1865
"199711","viator","Poanes","zizaniae","Poanes viator",1971
"199713","yehl","Poanes",NA,"Poanes yehl",1893
"199715","zabulon","Poanes",NA,"Poanes zabulon",1837
"199722","andrewneildi","Podanotum",NA,"Podanotum andrewneildi",2001
"199723","aquaphilum","Podanotum",NA,"Podanotum aquaphilum",2007
"199724","clarissimus","Podanotum",NA,"Podanotum clarissimus",1996
"199726","glorissimum","Podanotum",NA,"Podanotum glorissimum",2002
"199728","magnificum","Podanotum",NA,"Podanotum magnificum",2007
"199729","melanissimum","Podanotum",NA,"Podanotum melanissimum",2006
"199730","metallicus","Podanotum",NA,"Podanotum metallicus",1996
"199732","paramosa","Podanotum",NA,"Podanotum paramosa",1998
"199733","pulsar","Podanotum",NA,"Podanotum pulsar",2012
"199734","salaeides","Podanotum",NA,"Podanotum salaeides",1919
"199737","vanewrighti","Podanotum",NA,"Podanotum vanewrighti",1993
"199741","euchroia","Podotricha","caucana","Podotricha euchroia",1926
"199742","euchroia","Podotricha","mellosa","Podotricha euchroia",1906
"199743","euchroia","Podotricha","straminea","Podotricha euchroia",1926
"199744","judith","Podotricha",NA,"Podotricha judith",1844
"199745","telesiphe","Podotricha",NA,"Podotricha telesiphe",1867
"199749","telesiphe","Podotricha","tithraustes","Podotricha telesiphe",1871
"199822","arachne","Poladryas",NA,"Poladryas arachne",1869
"199823","arachne","Poladryas","expedita","Poladryas arachne",1998
"199824","arachne","Poladryas","gilensis","Poladryas arachne",1930
"199825","arachne","Poladryas","monache","Poladryas arachne",1918
"199826","arachne","Poladryas","nympha","Poladryas arachne",1884
"199828","minuta","Poladryas",NA,"Poladryas minuta",1861
"199830","minuta","Poladryas","simador","Poladryas minuta",2006
"199837","baracoa","Polites",NA,"Polites baracoa",1857
"199848","baracoa","Polites","loma","Polites baracoa",1955
"199850","bittiae","Polites",NA,"Polites bittiae",1925
"199853","carus","Polites",NA,"Polites carus",1883
"199858","coras","Polites",NA,"Polites coras",1775
"199863","draco","Polites",NA,"Polites draco",1871
"199873","mardon","Polites",NA,"Polites mardon",1881
"199875","mardon","Polites","klamathensis","Polites mardon",1998
"199878","mystic","Polites",NA,"Polites mystic",1863
"199882","mystic","Polites","dacotah","Polites mystic",1871
"199884","norae","Polites",NA,"Polites norae",1993
"199886","origenes","Polites",NA,"Polites origenes",1793
"199890","origenes","Polites","rhena","Polites origenes",1878
"199893","pupillus","Polites",NA,"Polites pupillus",1882
"199895","puxillius","Polites",NA,"Polites puxillius",1891
"199897","rhesus","Polites",NA,"Polites rhesus",1878
"199899","sabuleti","Polites",NA,"Polites sabuleti",1852
"199902","sabuleti","Polites","aestivalis","Polites sabuleti",1998
"199903","sabuleti","Polites","albamontana","Polites sabuleti",1987
"199904","sabuleti","Polites","alkaliensis","Polites sabuleti",1987
"199905","sabuleti","Polites","basinensis","Polites sabuleti",1988
"199906","sabuleti","Polites","channelensis","Polites sabuleti",1998
"199907","sabuleti","Polites","chusca","Polites sabuleti",1873
"199908","sabuleti","Polites","genoa","Polites sabuleti",1883
"199909","sabuleti","Polites","margaretae","Polites sabuleti",1969
"199910","sabuleti","Polites","ministigma","Polites sabuleti",1981
"199911","sabuleti","Polites","nigrescens","Polites sabuleti",1987
"199912","sabuleti","Polites","sinemaculata","Polites sabuleti",1987
"199913","sabuleti","Polites","tecumseh","Polites sabuleti",1903
"199916","sonora","Polites",NA,"Polites sonora",1872
"199919","sonora","Polites","flavaventris","Polites sonora",1998
"199920","sonora","Polites","longinqua","Polites sonora",1998
"199921","sonora","Polites","siris","Polites sonora",1881
"199922","sonora","Polites","utahensis","Polites sonora",1911
"199923","subreticulata","Polites",NA,"Polites subreticulata",1883
"199927","themistocles","Polites",NA,"Polites themistocles",1824
"199933","themistocles","Polites","turneri","Polites themistocles",1944
"199936","vibex","Polites",NA,"Polites vibex",1832
"199963","vibex","Polites","brettoides","Polites vibex",1883
"199964","vibex","Polites","calla","Polites vibex",1955
"199965","vibex","Polites","dictynna","Polites vibex",1896
"199966","vibex","Polites","praeceps","Polites vibex",1872
"199967","vibicoides","Polites",NA,"Polites vibicoides",1983
"199973","carmelita","Polycaena",NA,"Polycaena carmelita",1903
"199977","chauchowensis","Polycaena",NA,"Polycaena chauchowensis",1923
"199979","chauchowensis","Polycaena","pallidor","Polycaena chauchowensis",1951
"199982","lama","Polycaena",NA,"Polycaena lama",1893
"199984","lama","Polycaena","kansuensis","Polycaena lama",1934
"199985","lama","Polycaena","qinghaiensis","Polycaena lama",2001
"199986","lama","Polycaena","taibaiensis","Polycaena lama",2001
"199987","lua","Polycaena",NA,"Polycaena lua",1891
"199989","lua","Polycaena","minor","Polycaena lua",1951
"199990","matuta","Polycaena",NA,"Polycaena matuta",1893
"199993","matuta","Polycaena","shii","Polycaena matuta",2014
"199998","princeps","Polycaena",NA,"Polycaena princeps",1886
"200001","princeps","Polycaena","minensis","Polycaena princeps",1997
"200005","tamerlana","Polycaena",NA,"Polycaena tamerlana",1886
"200014","tamerlana","Polycaena","pamira","Polycaena tamerlana",1997
"200015","tamerlana","Polycaena","temir","Polycaena tamerlana",1890
"200017","timur","Polycaena",NA,"Polycaena timur",1886
"200018","timur","Polycaena","gurkani","Polycaena timur",2012
"200020","yunnana","Polycaena",NA,"Polycaena yunnana",1997
"200021","cleta","Polyctor",NA,"Polyctor cleta",1953
"200024","enops","Polyctor",NA,"Polyctor enops",1894
"200031","extensa","Polyctor",NA,"Polyctor extensa",1891
"200034","fera","Polyctor",NA,"Polyctor fera",1901
"200041","fera","Polyctor","falla","Polyctor fera",1953
"200042","polyctor","Polyctor",NA,"Polyctor polyctor",1868
"200061","polyctor","Polyctor","dagua","Polyctor polyctor",1953
"200062","tensa","Polyctor",NA,"Polyctor tensa",1953
"200075","atavus","Polygonia",NA,"Polygonia atavus",1843
"200079","c-album","Polygonia",NA,"Polygonia c-album",1758
"200164","c-album","Polygonia","agnicula","Polygonia c-album",1872
"200165","c-album","Polygonia","asakurai","Polygonia c-album",1920
"200166","c-album","Polygonia","extensa","Polygonia c-album",1892
"200167","c-album","Polygonia","hamigera","Polygonia c-album",1877
"200168","c-aureum","Polygonia",NA,"Polygonia c-aureum",1758
"200193","comma","Polygonia",NA,"Polygonia comma",1841
"200220","faunus","Polygonia",NA,"Polygonia faunus",1862
"200224","faunus","Polygonia","arcticus","Polygonia faunus",1935
"200225","faunus","Polygonia","fulvescens","Polygonia faunus",1998
"200226","faunus","Polygonia","hylas","Polygonia faunus",1872
"200227","faunus","Polygonia","rusticus","Polygonia faunus",1874
"200228","faunus","Polygonia","smythi","Polygonia faunus",1937
"200231","g-argenteum","Polygonia",NA,"Polygonia g-argenteum",1848
"200234","gigantea","Polygonia",NA,"Polygonia gigantea",1890
"200236","gracilis","Polygonia",NA,"Polygonia gracilis",1867
"200240","gracilis","Polygonia","zephyrus","Polygonia gracilis",1870
"200242","haroldii","Polygonia",NA,"Polygonia haroldii",1877
"200251","interposita","Polygonia",NA,"Polygonia interposita",1881
"200254","interrogationis","Polygonia",NA,"Polygonia interrogationis",1798
"200281","oreas","Polygonia",NA,"Polygonia oreas",1869
"200283","oreas","Polygonia","nigrozephyrus","Polygonia oreas",1984
"200284","oreas","Polygonia","satellow","Polygonia oreas",2006
"200285","oreas","Polygonia","silenus","Polygonia oreas",1870
"200286","oreas","Polygonia","threatfuli","Polygonia oreas",2001
"200292","progne","Polygonia",NA,"Polygonia progne",1775
"200302","satyrus","Polygonia",NA,"Polygonia satyrus",1869
"200310","satyrus","Polygonia","neomarsyas","Polygonia satyrus",1969
"200321","undina","Polygonia",NA,"Polygonia undina",1890
"200331","vaualbum","Polygonia",NA,"Polygonia vaualbum",1780
"200341","leo","Polygonus",NA,"Polygonus leo",1790
"200376","leo","Polygonus","arizonensis","Polygonus leo",1911
"200377","leo","Polygonus","hagar","Polygonus leo",1952
"200378","leo","Polygonus","histrio","Polygonus leo",1925
"200379","leo","Polygonus","pallida","Polygonus leo",1925
"200385","savigny","Polygonus",NA,"Polygonus savigny",1824
"200410","savigny","Polygonus","punctus","Polygonus savigny",1948
"200414","cyanea","Polygrapha",NA,"Polygrapha cyanea",1868
"200419","cyanea","Polygrapha","silvaorum","Polygrapha cyanea",1998
"200428","suprema","Polygrapha",NA,"Polygrapha suprema",1920
"200431","tyrianthina","Polygrapha",NA,"Polygrapha tyrianthina",1868
"200439","xenocrates","Polygrapha",NA,"Polygrapha xenocrates",1850
"200452","xenocrates","Polygrapha","ernestoi","Polygrapha xenocrates",2001
"200453","xenocrates","Polygrapha","punctimarginale","Polygrapha xenocrates",1918
"200467","achaemenes","Polyommatus",NA,"Polyommatus achaemenes",2002
"200469","actinides","Polyommatus",NA,"Polyommatus actinides",1886
"200476","actinides","Polyommatus","weidenhofferi","Polyommatus actinides",1997
"200479","admetus","Polyommatus",NA,"Polyommatus admetus",1783
"200487","admetus","Polyommatus","anatoliensis","Polyommatus admetus",1960
"200488","admetus","Polyommatus","malievi","Polyommatus admetus",2005
"200489","admetus","Polyommatus","yeranyani","Polyommatus admetus",2005
"200490","adulterinus","Polyommatus",NA,"Polyommatus adulterinus",1954
"200491","aedon","Polyommatus",NA,"Polyommatus aedon",1877
"200495","aedon","Polyommatus","araxiana","Polyommatus aedon",1980
"200496","aedon","Polyommatus","myrrhina","Polyommatus aedon",1901
"200500","afghanica","Polyommatus",NA,"Polyommatus afghanica",1973
"200506","ahmadi","Polyommatus",NA,"Polyommatus ahmadi",2001
"200528","alcestis","Polyommatus",NA,"Polyommatus alcestis",1932
"200538","alcestis","Polyommatus","karacetinae","Polyommatus alcestis",2002
"200541","aloisi","Polyommatus",NA,"Polyommatus aloisi",1988
"200543","aloisi","Polyommatus","dividus","Polyommatus aloisi",2003
"200547","altivagans","Polyommatus",NA,"Polyommatus altivagans",1956
"200559","altivagans","Polyommatus","ectabanensis","Polyommatus altivagans",1964
"200560","altivagans","Polyommatus","vaspurakani","Polyommatus altivagans",2003
"200561","amandus","Polyommatus",NA,"Polyommatus amandus",1792
"200607","amandus","Polyommatus","achaiana","Polyommatus amandus",1977
"200608","amandus","Polyommatus","altaishanica","Polyommatus amandus",1992
"200609","amandus","Polyommatus","brenda","Polyommatus amandus",1932
"200610","amandus","Polyommatus","brunhilda","Polyommatus amandus",1932
"200611","amandus","Polyommatus","ludovicana","Polyommatus amandus",1977
"200612","amandus","Polyommatus","tova","Polyommatus amandus",1948
"200616","amor","Polyommatus",NA,"Polyommatus amor",1884
"200618","amor","Polyommatus","lama","Polyommatus amor",1891
"200619","amor","Polyommatus","lhasana","Polyommatus amor",1983
"200620","amor","Polyommatus","sinina","Polyommatus amor",1891
"200621","amorata","Polyommatus",NA,"Polyommatus amorata",1897
"200625","amorata","Polyommatus","amdoensis","Polyommatus amorata",1929
"200626","amorata","Polyommatus","tsvetajevi","Polyommatus amorata",1970
"200634","anticarmon","Polyommatus",NA,"Polyommatus anticarmon",1983
"200642","antidolus","Polyommatus",NA,"Polyommatus antidolus",1901
"200653","antidolus","Polyommatus","aereus","Polyommatus antidolus",1998
"200654","antidolus","Polyommatus","femininoides","Polyommatus antidolus",1987
"200655","antidolus","Polyommatus","pertekensis","Polyommatus antidolus",2003
"200669","arasbarani","Polyommatus",NA,"Polyommatus arasbarani",2000
"200676","ardschira","Polyommatus",NA,"Polyommatus ardschira",1938
"200678","ardschira","Polyommatus","luna","Polyommatus ardschira",2002
"200683","ariana","Polyommatus",NA,"Polyommatus ariana",1865
"200686","aroaniensis","Polyommatus",NA,"Polyommatus aroaniensis",1976
"200692","artvinensis","Polyommatus",NA,"Polyommatus artvinensis",1997
"200696","aserbeidschana","Polyommatus",NA,"Polyommatus aserbeidschana",1956
"200713","atlantica","Polyommatus",NA,"Polyommatus atlantica",1906
"200721","atlantica","Polyommatus","barraguei","Polyommatus atlantica",1977
"200722","atlantica","Polyommatus","weissi","Polyommatus atlantica",1977
"200725","atys","Polyommatus",NA,"Polyommatus atys",1851
"200731","avinovi","Polyommatus",NA,"Polyommatus avinovi",1980
"200734","avinovi","Polyommatus","dangara","Polyommatus avinovi",1997
"200739","baltazardi","Polyommatus",NA,"Polyommatus baltazardi",1963
"200741","barmifiruze","Polyommatus",NA,"Polyommatus barmifiruze",2000
"200745","baytopi","Polyommatus",NA,"Polyommatus baytopi",1959
"200752","baytopi","Polyommatus","ilkkursun","Polyommatus baytopi",2001
"200758","belovi","Polyommatus",NA,"Polyommatus belovi",2005
"200762","bilgini","Polyommatus",NA,"Polyommatus bilgini",2002
"200764","bilucha","Polyommatus",NA,"Polyommatus bilucha",1884
"200774","bogra","Polyommatus",NA,"Polyommatus bogra",1932
"200784","bogra","Polyommatus","afghanistana","Polyommatus bogra",1972
"200785","bogra","Polyommatus","birjandensis","Polyommatus bogra",2003
"200786","bogra","Polyommatus","taftanus","Polyommatus bogra",1997
"200787","bollandi","Polyommatus",NA,"Polyommatus bollandi",1998
"200797","buzulmavi","Polyommatus",NA,"Polyommatus buzulmavi",1991
"200801","caerulea","Polyommatus",NA,"Polyommatus caerulea",1871
"200803","caerulea","Polyommatus","koshyeilaqi","Polyommatus caerulea",1979
"200816","carmon","Polyommatus",NA,"Polyommatus carmon",1851
"200825","celina","Polyommatus",NA,"Polyommatus celina",1879
"200836","charmeuxi","Polyommatus",NA,"Polyommatus charmeuxi",1994
"200838","chitralensis","Polyommatus",NA,"Polyommatus chitralensis",1910
"200841","cilicinus","Polyommatus",NA,"Polyommatus cilicinus",2008
"200842","cilicius","Polyommatus",NA,"Polyommatus cilicius",1998
"200844","cilicius","Polyommatus","bolkarensis","Polyommatus cilicius",1998
"200845","ciloicus","Polyommatus",NA,"Polyommatus ciloicus",1983
